"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01400053","Sample-Routine","Water","Surface Water","19202013-10-22","08:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09081000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",386,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.95900264","Sample-Routine","Water","Surface Water","19201959-05-10","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",387,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96300462","Sample-Routine","Water","Surface Water","19201963-06-12","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",388,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99901532","Sample-Routine","Water","Surface Water","19201999-04-20","12:26:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",389,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01201222","Sample-Routine","Water","Surface Water","19202012-02-14","10:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09081000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",389,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00402092","Sample-Routine","Water","Surface Water","19202004-05-11","11:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",39,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98201785","Sample-Routine","Water","Surface Water","19201982-01-26","10:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09076520","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",390,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98708764","Sample-Routine","Water","Surface Water","19201987-07-01","12:38:00","MDT","1987-07-01","12:39:59","MDT",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",390,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99903349","Sample-Routine","Water","Surface Water","19201999-05-19","14:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",390,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00002091","Sample-Routine","Water","Surface Water","19202000-04-24","12:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Snowmelt","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 plastic bottle","","Specific conductance","Total",391,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00204203","Sample-Routine","Water","Surface Water","19202002-07-29","16:10:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","L-2170139 recvd 8-02-02","","Stable, low stage","Drought","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",392,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96100736","Sample-Routine","Water","Surface Water","19201961-05-17","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",393,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00001966","Sample-Routine","Water","Surface Water","19202000-04-12","13:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-392110107011300","","","Stable, normal stage","Snowmelt","70","USGS parameter code 82398","Grab sample  (dip)","Other","","Specific conductance","Total",393,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00100765","Sample-Routine","Water","Surface Water","19202001-01-04","12:25:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",393,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01100567","Sample-Routine","Water","Surface Water","19202010-11-16","14:05:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09081000","tech samples","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",395,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98902354","Sample-Routine","Water","Surface Water","19201989-04-19","12:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",396,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01200697","Sample-Routine","Water","Surface Water","19202011-12-09","11:15:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09081000","L-3470036 FED EX LATE DELIVERY","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",397,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00500537","Sample-Routine","Water","Surface Water","19202004-11-22","16:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",398,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00500846","Sample-Routine","Water","Surface Water","19202005-01-25","09:20:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","L-0270033 Change time from 1920 per ASR (dist request, Foster) 2/24/05, dm.","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Other","","Specific conductance","Total",398,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98201727","Sample-Routine","Water","Surface Water","19201982-09-22","13:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09072550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",40,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105801","Sample-Routine","Water","Surface Water","19201991-05-21","14:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",40,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98301537","Sample-Routine","Water","Surface Water","19201983-06-28","14:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09072550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",40,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98301551","Sample-Routine","Water","Surface Water","19201983-01-03","14:15:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",40,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99606284","Sample-Routine","Water","Surface Water","19201996-07-23","07:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",40,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98806652","Sample-Routine","Water","Surface Water","19201988-06-17","08:55:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",40,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01500229","Sample-Routine","Water","Surface Water","19202014-11-13","11:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09081000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",400,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102620","Sample-Routine","Water","Surface Water","19201981-04-24","13:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",400,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102629","Sample-Routine","Water","Surface Water","19201981-06-26","11:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",400,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96701460","Sample-Routine","Water","Surface Water","19201967-07-20","","","1967-07-25","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",400,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97502331","Sample-Routine","Water","Groundwater","19201975-04-22","09:00:00","MDT","","","",115,"feet",NA,NA,NA,NA,NA,"","","USGS-392814107145100","","Quaternary System","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",400,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101159","Sample-Routine","Water","Surface Water","19202000-10-05","13:23:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",401,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99903345","Sample-Routine","Water","Surface Water","19201998-11-14","17:05:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",402,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101256","Sample-Routine","Water","Surface Water","19202001-02-07","11:25:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",403,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01600432","Sample-Routine","Water","Surface Water","19202015-12-16","12:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity","US DH-81","","Specific conductance","Total",403,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101263","Sample-Routine","Water","Surface Water","19202001-02-07","11:32:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",404,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101262","Sample-Routine","Water","Surface Water","19202001-02-07","11:31:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",404,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101261","Sample-Routine","Water","Surface Water","19202001-02-07","11:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",404,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101260","Sample-Routine","Water","Surface Water","19202001-02-07","11:29:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",404,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101259","Sample-Routine","Water","Surface Water","19202001-02-07","11:28:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",404,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101226","Sample-Routine","Water","Surface Water","19202001-02-07","11:35:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, low stage","Under ice cover","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",404,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98403294","Sample-Routine","Water","Surface Water","19201984-04-20","10:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",405,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01000918","Sample-Routine","Water","Surface Water","19202009-12-16","10:50:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","L-3550019 Received December 19, 2009","","Stable, normal stage","Routine sample","15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity","US DH-81","","Specific conductance","Total",405,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101161","Sample-Routine","Water","Surface Water","19202000-11-08","11:02:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",409,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105288","Sample-Routine","Water","Surface Water","19201991-07-19","07:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",409,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00101162","Sample-Routine","Water","Surface Water","19202000-11-08","11:03:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",409,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00402093","Sample-Routine","Water","Surface Water","19202004-05-11","13:05:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",41,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00100286","Sample-Routine","Water","Surface Water","19202000-11-08","10:40:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",410,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99902997","Sample-Routine","Water","Surface Water","19201999-07-22","08:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 plastic bottle","","Specific conductance","Total",413,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
