"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00302333","Sample-Routine","Water","Surface Water","19202003-05-28","09:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Rising stage","Snowmelt","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle","","Specific conductance","Total",186,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99502620","Sample-Routine","Water","Surface Water","19201995-06-17","13:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",186,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.95900266","Sample-Routine","Water","Surface Water","19201959-06-12","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",190,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98902355","Sample-Routine","Water","Surface Water","19201989-05-25","09:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",190,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99502633","Sample-Routine","Water","Surface Water","19201995-06-15","09:35:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",190,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97502294","Sample-Routine","Water","Groundwater","19201975-04-25","13:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-392350107111400","","Valley-Fill Deposits","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",1900,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98403307","Sample-Routine","Water","Surface Water","19201984-07-03","12:10:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Falling stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",200,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96500887","Sample-Routine","Water","Surface Water","19201965-07-01","","","1965-07-13","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",203,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00802315","Sample-Routine","Water","Surface Water","19202008-06-17","12:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","tech samples;bottles wet on arrival;no waterlines marked","","Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 plastic bottle","","Specific conductance","Total",204,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98403223","Sample-Routine","Water","Surface Water","19201984-05-21","13:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09076520","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",204,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98403308","Sample-Routine","Water","Surface Water","19201984-07-11","16:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Falling stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",204,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98002401","Sample-Routine","Water","Surface Water","19201980-06-25","08:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",205,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102482","Sample-Routine","Water","Surface Water","19201981-04-28","09:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09076520","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",205,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99601948","Sample-Routine","Water","Surface Water","19201996-05-20","13:44:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",205,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99602283","Sample-Routine","Water","Surface Water","19201996-06-13","10:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-77 TM","","Specific conductance","Total",205,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96500885","Sample-Routine","Water","Surface Water","19201965-06-16","","","1965-06-30","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",207,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96701452","Sample-Routine","Water","Surface Water","19201967-06-08","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",207,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01401806","Sample-Routine","Water","Surface Water","19202014-06-03","12:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09085000","","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US WBH-96 weighted-bottle sampler","","Specific conductance","Total",207,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98301708","Sample-Routine","Water","Surface Water","19201983-06-23","08:25:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",210,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00802313","Sample-Routine","Water","Surface Water","19202008-06-16","12:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Rising stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle","","Specific conductance","Total",211,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98403298","Sample-Routine","Water","Surface Water","19201984-05-17","07:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Rising stage","Snowmelt","USGS","USGS","USGS","Unknown","","Specific conductance","Total",214,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102627","Sample-Routine","Water","Surface Water","19201981-06-12","09:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",215,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96701451","Sample-Routine","Water","Surface Water","19201967-06-04","","","1967-06-10","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",219,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802191","Sample-Routine","Water","Surface Water","19201978-06-20","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",22,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98805960","Sample-Routine","Water","Surface Water","19201988-06-08","12:35:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",220,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97001522","Sample-Routine","Water","Surface Water","19201970-06-23","18:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",220,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96400638","Sample-Routine","Water","Surface Water","19201964-05-17","","","1964-05-31","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",222,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00402434","Sample-Routine","Water","Surface Water","19202004-06-07","16:05:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",224,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00103913","Sample-Routine","Water","Surface Water","19202001-05-29","17:35:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",224,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00103299","Sample-Routine","Water","Surface Water","19202001-05-29","17:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Peak stage","Snowmelt","10","USGS parameter code 82398","Equal width increment (ewi)","US D-77 TM","","Specific conductance","Total",225,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99902191","Sample-Routine","Water","Surface Water","19201999-06-02","09:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, high stage","Snowmelt","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 plastic bottle","","Specific conductance","Total",227,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00103914","Sample-Routine","Water","Surface Water","19202001-05-29","17:37:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",228,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00402437","Sample-Routine","Water","Surface Water","19202004-06-09","08:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",229,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97603464","Sample-Routine","Water","Surface Water","19201976-05-18","13:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-392032107001900","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",230,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00701558","Sample-Routine","Water","Surface Water","19202007-06-06","11:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle","","Specific conductance","Total",230,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802241","Sample-Routine","Water","Surface Water","19201978-05-09","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09076520","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",230,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99002383","Sample-Routine","Water","Surface Water","19201990-06-07","13:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",230,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98002402","Sample-Routine","Water","Surface Water","19201980-07-03","11:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",230,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00901721","Quality Control Sample-Field Replicate","Water","Surface Water","19202009-05-14","14:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","L-1380026 Received May 16, 2009","","Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle","","Specific conductance","Total",230,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96601001","Sample-Routine","Water","Surface Water","19201966-05-05","","","1966-05-06","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",232,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99304877","Sample-Routine","Water","Surface Water","19201993-06-04","08:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",234,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97902777","Sample-Routine","Water","Surface Water","19201979-06-18","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",235,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98902505","Sample-Routine","Water","Surface Water","19201989-04-25","13:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09076520","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",235,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96000820","Sample-Routine","Water","Surface Water","19201960-06-03","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",236,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99602508","Sample-Routine","Water","Surface Water","19201996-06-28","08:01:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",237,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00502220","Sample-Routine","Water","Surface Water","19202005-06-29","15:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","L-1860024 Received July 02,2005","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Open-Mouth Bottle","","Specific conductance","Total",238,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105287","Sample-Routine","Water","Surface Water","19201991-06-13","14:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",239,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98002400","Sample-Routine","Water","Surface Water","19201980-06-16","13:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",240,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98605946","Sample-Routine","Water","Surface Water","19201986-07-15","13:10:00","MDT","1986-07-15","13:11:59","MDT",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",240,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00103342","Sample-Routine","Water","Surface Water","19202001-06-06","16:25:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09081000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",240,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
